actor,category,cell_id,cell_label,cytokine_id,cytokine_label,num_papers,score,cell_ref_id,cytokine_ref_id
cytokine,Negative,CL_0000546,T-helper 2 cell,CID_133,IL6,1,1.16,CTE7B12DC660323A0E,CK0CBC35CD2AB7D661
cytokine,Positive,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_100,IL15,1,11.4,CT22416FE03B9D6C99,CKD8543B44DC5A3B55
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_40,CXCL12,1,0.45,,CKF44FAAE0BD64C34C
cytokine,Negative,CL_0000911,effector T cell,CID_31,CCL5,1,158.17,CTDD003CDBE64E4F0A,CKA5462DC0F090F548
cytokine,Negative,CL_0000898,naive T cell,CID_95,IL12,1,12.76,CT591AB86BE24D7A57,CKB4EB2D2CC8BBB93D
cytokine,Positive,CL_0002038,T follicular helper cell,CID_110,IL2,1,2.25,CTE9F6070561C95355,CKD21834C7D75FD77F
cytokine,Positive,CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",CID_8,CD40LG,1,4.84,CT231C4EC31B01615E,CK5D414D323B3B33D2
cytokine,Negative,CL_0000814,mature NK T cell,CID_95,IL12,1,17.76,CT459998F048BE65F2,CKB4EB2D2CC8BBB93D
cytokine,Negative,CL_0000084,T cell,CID_141,CSF1,1,0.26,,CK5C37CFFE5C63276C
cytokine,Unknown,CL_0000917,Tc1 cell,CID_135,IL9,1,413.12,CT205A00BF9BAE8E8E,CK6559F42B7F080788
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_103,IL17A,1,0.39,,CK08F84BE8FE5B04F8
cytokine,Negative,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_95,IL12,1,1.41,CTB574584AD019ABB8,CKB4EB2D2CC8BBB93D
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_98,IL13,1,1.14,CTE7B12DC660323A0E,CK713350DF0E9099E8
cytokine,Unknown,CL_0000910,cytotoxic T cell,CID_89,IL1B,1,2.9,CT231C4EC31B01615E,CK1E538D2D92F213B3
cytokine,Unknown,CL_0000893,thymocyte,CID_95,IL12,1,1.53,CTFE4015328B70D553,CKB4EB2D2CC8BBB93D
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_130,IL35,1,5.4,CTB574584AD019ABB8,CK9A1B3304C28CC9DA
cytokine,Unknown,CL_0000912,helper T cell,CID_131,IL4,1,2.36,CTB7DFCED683E6F0A9,CK6FE135B3F86FB707
cytokine,Positive,CL_0000084,T cell,CID_113,IL22,1,0.13,,CK3FDAFD137F96385F
cytokine,Unknown,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_134,IL7,1,30.99,CT22416FE03B9D6C99,CKB3C35A242B11E502
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_121,EBI3,1,20.15,,CK6330B83CEA407C19
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_173,TNFSF9,1,3.53,,CK16DB62C0EE32FCFC
cytokine,Negative,CL_0000898,naive T cell,CID_110,IL2,1,3.36,CT591AB86BE24D7A57,CKD21834C7D75FD77F
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_114,IL23,1,6.52,,CKBB5E75DBC75FF4F6
cytokine,Positive,CL_0000910,cytotoxic T cell,CID_81,IFNB1,1,3.23,CT231C4EC31B01615E,CKDAFFEFAAAA175C48
cytokine,Positive,CL_0000814,mature NK T cell,CID_100,IL15,1,5.2,CT459998F048BE65F2,CKD8543B44DC5A3B55
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_52,CXCL8,1,0.36,CTBFBDE5121B6748D1,CK58096F4C0F74908C
cytokine,Positive,CL_0000798,gamma-delta T cell,CID_134,IL7,1,3.87,CT7DC8DD80306E71A2,CKB3C35A242B11E502
cytokine,Positive,CL_0000795,"CD8-positive, alpha-beta regulatory T cell",CID_83,IFNG,1,4.67,CTB574584AD019ABB8,CK128EC732B281BF60
cytokine,Positive,CL_0000084,T cell,CID_44,CXCL16,1,0.63,,CKAFD6401FD8769266
cytokine,Positive,CL_0000084,T cell,CID_164,TGFB2,1,0.29,,CK118D16BE2DAA7F1A
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_86,IL1RN,1,10.41,CTBFBDE5121B6748D1,CKA95B181F6273B58D
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_51,PPBP,1,0.57,,CKD9AE00AB86E878F0
cytokine,Unknown,CL_0000912,helper T cell,CID_133,IL6,1,1.95,CTB7DFCED683E6F0A9,CK0CBC35CD2AB7D661
cytokine,Negative,CL_0000084,T cell,CID_23,CCL22,1,4.86,,CK2D3D1D2A86558DFA
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_162,TGFB,1,0.56,CTE7B12DC660323A0E,CKFD4CA0B2B4BC3AE4
cytokine,Positive,CL_0000897,"CD4-positive, alpha-beta memory T cell",CID_112,IL21,1,65.86,CT1C58993C5B5BD3B8,CK284ADEA6187E1FF3
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_27,CCL26,1,12.12,CTC3A8C3CBC245616A,CK2CEC2C4F82090835
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_11,CCL11,1,1.39,CTE7B12DC660323A0E,CKD459A080C88555A9
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_63,CSF2,1,1.38,CTC3A8C3CBC245616A,CKF6FDD69AB8889E23
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_63,CSF2,1,0.25,CTE7B12DC660323A0E,CKF6FDD69AB8889E23
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_500,IL27,1,4.74,,CKBA47332D395669A3
cytokine,Positive,CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",CID_112,IL21,1,9.41,CT231C4EC31B01615E,CK284ADEA6187E1FF3
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_53,CXCL9,1,4.63,,CK4A507F3E76F47218
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_103,IL17A,1,0.73,CTB574584AD019ABB8,CK08F84BE8FE5B04F8
cytokine,Unknown,CL_0000912,helper T cell,CID_63,CSF2,1,3.4,CTB7DFCED683E6F0A9,CKF6FDD69AB8889E23
cytokine,Unknown,CL_0000815,regulatory T cell,CID_134,IL7,1,6.92,CTB574584AD019ABB8,CKB3C35A242B11E502
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_117,IL24,1,82.94,CTE7B12DC660323A0E,CK288B9EB7D2C5BFA0
cytokine,Negative,CL_0000910,cytotoxic T cell,CID_174,TNF,1,1.87,CT231C4EC31B01615E,CK80A1A727AC173EE7
cytokine,Unknown,CL_0000813,memory T cell,CID_114,IL23,1,83.87,CT1C58993C5B5BD3B8,CKBB5E75DBC75FF4F6
cytokine,Unknown,CL_0000084,T cell,CID_168,TNFSF13,1,27.73,,CK3C8B23133684A426
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_112,IL21,1,11.42,CTBFBDE5121B6748D1,CK284ADEA6187E1FF3
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_136,LIF,1,2.65,CTB574584AD019ABB8,CKD877931B365A9B2F
cytokine,Negative,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_26,CCL25,1,100.53,CTB574584AD019ABB8,CK9622EE49529DA5B9
cytokine,Unknown,CL_0000911,effector T cell,CID_89,IL1B,1,4.79,CTDD003CDBE64E4F0A,CK1E538D2D92F213B3
cytokine,Positive,CL_0000898,naive T cell,CID_163,TGFB1,1,1.14,CT591AB86BE24D7A57,CKFD4CA0B2B4BC3AE4
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_28,CCL27,1,15.21,,CKAA85501FD85A37D1
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_8,CD40LG,1,0.29,CTB574584AD019ABB8,CK5D414D323B3B33D2
cytokine,Positive,CL_0000911,effector T cell,CID_113,IL22,1,10.58,CTDD003CDBE64E4F0A,CK3FDAFD137F96385F
cytokine,Negative,CL_0000903,natural T-regulatory cell,CID_93,IL10,1,98.43,CT5D4E277D12A1C208,CKC5CC1A269C01EC48
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_40,CXCL12,1,0.49,CTC3A8C3CBC245616A,CKF44FAAE0BD64C34C
cytokine,Negative,CL_0002128,Tc17 cell,CID_500,IL27,1,1193.97,CT327866E1E3907440,CKBA47332D395669A3
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_125,IL3,1,0.27,,CKD3CA24A839C1B6E8
cell,Positive,CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",CID_174,TNF,1,2.25,CT231C4EC31B01615E,CK80A1A727AC173EE7
cytokine,Negative,CL_0000814,mature NK T cell,CID_162,TGFB,1,9.4,CT459998F048BE65F2,CKFD4CA0B2B4BC3AE4
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_500,IL27,1,2.41,,CKBA47332D395669A3
cytokine,Negative,CL_0000084,T cell,CID_89,IL1B,1,0.14,,CK1E538D2D92F213B3
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_31,CCL5,1,10.04,,CKA5462DC0F090F548
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_148,SPP1,1,0.54,,CK5602A113A2B36CE9
cytokine,Unknown,CL_0002489,double negative thymocyte,CID_110,IL2,1,18.86,CTFE4015328B70D553,CKD21834C7D75FD77F
cytokine,Unknown,CL_0000813,memory T cell,CID_173,TNFSF9,1,45.41,CT1C58993C5B5BD3B8,CK16DB62C0EE32FCFC
cytokine,Positive,CL_0000084,T cell,CID_59,EPO,1,0.05,,CK90B694D572AE6689
cytokine,Negative,CL_0000084,T cell,CID_170,TNFSF15,1,5.06,,CK8B741FE1F75629F6
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_114,IL23,1,35.73,CTBFBDE5121B6748D1,CKBB5E75DBC75FF4F6
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_174,TNF,1,0.2,,CK80A1A727AC173EE7
cell,Positive,CL_0000902,induced T-regulatory cell,CID_110,IL2,1,1.07,CT19D812F7CB34BCF6,CKD21834C7D75FD77F
cytokine,Unknown,CL_0000084,T cell,CID_128,IL33,1,0.26,,CK3B4A795DF4150CF4
cytokine,Positive,CL_0001042,T-helper 22 cell,CID_114,IL23,1,60.62,CT6312BB928ADE8934,CKBB5E75DBC75FF4F6
cell,Positive,CL_0002061,T-helper 9 cell,CID_93,IL10,1,3.47,CT6972E212EE0037B5,CKC5CC1A269C01EC48
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_32,CCL6,1,1.88,,CKB05EE63CC58A791B
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_98,IL13,1,1.23,,CK713350DF0E9099E8
cytokine,Negative,CL_0000911,effector T cell,CID_163,TGFB1,1,8.46,CTDD003CDBE64E4F0A,CKFD4CA0B2B4BC3AE4
cytokine,Positive,CL_0000815,regulatory T cell,CID_83,IFNG,1,0.2,CTB574584AD019ABB8,CK128EC732B281BF60
cytokine,Positive,CL_0000893,thymocyte,CID_63,CSF2,1,0.36,CTFE4015328B70D553,CKF6FDD69AB8889E23
cytokine,Negative,CL_0000815,regulatory T cell,CID_173,TNFSF9,1,47.33,CTB574584AD019ABB8,CK16DB62C0EE32FCFC
cytokine,Positive,CL_0000084,T cell,CID_86,IL1RN,1,0.12,,CKA95B181F6273B58D
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_89,IL1B,1,1.52,CTC3A8C3CBC245616A,CK1E538D2D92F213B3
cell,Positive,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_31,CCL5,1,96.17,CT22416FE03B9D6C99,CKA5462DC0F090F548
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_163,TGFB1,1,0.46,,CKFD4CA0B2B4BC3AE4
cytokine,Unknown,CL_0000809,"double-positive, alpha-beta thymocyte",CID_134,IL7,1,216.94,CTFE4015328B70D553,CKB3C35A242B11E502
cytokine,Positive,CL_0000898,naive T cell,CID_8,CD40LG,1,2.65,CT591AB86BE24D7A57,CK5D414D323B3B33D2
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_118,IL25,1,30.99,CTBFBDE5121B6748D1,CK1A3D9956EEABBF99
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_108,IL18,1,2.08,,CKBF6003C60D23BA0D
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_170,TNFSF15,1,3.22,,CK8B741FE1F75629F6
cytokine,Unknown,CL_0000902,induced T-regulatory cell,CID_133,IL6,1,4.63,CT19D812F7CB34BCF6,CK0CBC35CD2AB7D661
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_162,TGFB,1,0.38,CTC3A8C3CBC245616A,CKFD4CA0B2B4BC3AE4
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_89,IL1B,1,0.26,,CK1E538D2D92F213B3
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_171,TNFSF4,1,19.61,CTB574584AD019ABB8,CK0F8B5FDE75915FFB
cytokine,Negative,CL_0000902,induced T-regulatory cell,CID_170,TNFSF15,1,755.11,CT19D812F7CB34BCF6,CK8B741FE1F75629F6
cytokine,Unknown,CL_0000084,T cell,CID_32,CCL6,1,1.5,,CKB05EE63CC58A791B
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_174,TNF,1,0.43,CTC3A8C3CBC245616A,CK80A1A727AC173EE7
cytokine,Positive,CL_0002061,T-helper 9 cell,CID_131,IL4,1,2.82,CT6972E212EE0037B5,CK6FE135B3F86FB707
cytokine,Negative,CL_0000546,T-helper 2 cell,CID_94,IL11,1,33.0,CTE7B12DC660323A0E,CK60AD2A8B2FA942F0
cytokine,Negative,CL_0000084,T cell,CID_160,TGF,1,3.01,,CKFD4CA0B2B4BC3AE4
cytokine,Negative,CL_0000909,"CD8-positive, alpha-beta memory T cell",CID_162,TGFB,1,18.79,CT1C58993C5B5BD3B8,CKFD4CA0B2B4BC3AE4
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_87,IL1,1,0.56,,CK9AD30D131EB41CDD
cytokine,Negative,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_100,IL15,1,90.88,CT22416FE03B9D6C99,CKD8543B44DC5A3B55
cytokine,Unknown,CL_0000911,effector T cell,CID_22,CCL21,1,130.66,CTDD003CDBE64E4F0A,CK17DA99E1B3CC6A24
cytokine,Negative,CL_0000898,naive T cell,CID_93,IL10,1,6.15,CT591AB86BE24D7A57,CKC5CC1A269C01EC48
cytokine,Positive,CL_0000084,T cell,CID_74,IFNA2,1,2.64,,CKF417FC027D41FEC5
cytokine,Unknown,CL_0000084,T cell,CID_176,XCL1,1,5.55,,CKB20C91CC9E486A5C
cytokine,Negative,CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",CID_21,CCL20,1,327.15,CT231C4EC31B01615E,CK710AB1626CA61879
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_62,CSF3,1,0.26,,CK42C846A199F37E97
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_102,IL17,1,0.14,,CK2741EFAE1F31AD65
cytokine,Positive,CL_0000798,gamma-delta T cell,CID_83,IFNG,1,0.39,CT7DC8DD80306E71A2,CK128EC732B281BF60
cytokine,Negative,CL_0000815,regulatory T cell,CID_110,IL2,1,2.29,CTB574584AD019ABB8,CKD21834C7D75FD77F
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_130,IL35,1,18.91,CTB574584AD019ABB8,CK9A1B3304C28CC9DA
cytokine,Unknown,CL_0000912,helper T cell,CID_500,IL27,1,29.77,CTB7DFCED683E6F0A9,CKBA47332D395669A3
cell,Positive,CL_0000545,T-helper 1 cell,CID_112,IL21,1,0.98,CTC3A8C3CBC245616A,CK284ADEA6187E1FF3
cell,Positive,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_133,IL6,1,6.88,CT22416FE03B9D6C99,CK0CBC35CD2AB7D661
cell,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_53,CXCL9,1,7.93,,CK4A507F3E76F47218
cytokine,Positive,CL_0000911,effector T cell,CID_53,CXCL9,1,84.63,CTDD003CDBE64E4F0A,CK4A507F3E76F47218
cytokine,Negative,CL_0000898,naive T cell,CID_100,IL15,1,29.82,CT591AB86BE24D7A57,CKD8543B44DC5A3B55
cytokine,Negative,CL_0000910,cytotoxic T cell,CID_67,IFNA,1,9.24,CT231C4EC31B01615E,CKE12753E3C9BCBB59
cytokine,Positive,CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",CID_83,IFNG,1,0.53,CT231C4EC31B01615E,CK128EC732B281BF60
cell,Positive,CL_0000814,mature NK T cell,CID_98,IL13,1,12.27,CT459998F048BE65F2,CK713350DF0E9099E8
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_62,CSF3,1,0.41,CTBFBDE5121B6748D1,CK42C846A199F37E97
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_97,IL12B,1,35.21,CTC3A8C3CBC245616A,CK4FB12B98006424AF
cytokine,Positive,CL_0000813,memory T cell,CID_93,IL10,1,1.15,CT1C58993C5B5BD3B8,CKC5CC1A269C01EC48
cytokine,Negative,CL_0000084,T cell,CID_44,CXCL16,1,5.06,,CKAFD6401FD8769266
cytokine,Negative,CL_0000084,T cell,CID_164,TGFB2,1,2.3,,CK118D16BE2DAA7F1A
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_140,LTA,1,10.89,,CKA81D1188A3F3D1E3
cell,Positive,CL_0000912,helper T cell,CID_132,IL5,1,3.05,CTB7DFCED683E6F0A9,CK7026891CEAA3C8F9
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_114,IL23,1,2.08,CTC3A8C3CBC245616A,CKBB5E75DBC75FF4F6
cytokine,Negative,CL_0000546,T-helper 2 cell,CID_143,MIF,1,64.96,CTE7B12DC660323A0E,CK28DD2DB52318B111
cytokine,Unknown,CL_0000897,"CD4-positive, alpha-beta memory T cell",CID_110,IL2,1,18.86,CT1C58993C5B5BD3B8,CKD21834C7D75FD77F
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_66,IFN1,1,0.55,,CKD4241FA5448F0A33
cytokine,Negative,CL_0000911,effector T cell,CID_93,IL10,1,5.71,CTDD003CDBE64E4F0A,CKC5CC1A269C01EC48
cytokine,Unknown,CL_0000898,naive T cell,CID_500,IL27,1,40.94,CT591AB86BE24D7A57,CKBA47332D395669A3
cytokine,Unknown,CL_0000084,T cell,CID_123,IFNL3,1,4.62,,CKAE0CA7DD9FFEE971
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_20,CCL2,1,0.2,CTC3A8C3CBC245616A,CKCDB807A64FAA7FA0
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_1,TNFSF13B,1,19.32,CTBFBDE5121B6748D1,CK47FECA8AAB45BF7E
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_101,IL16,1,13.15,CTC3A8C3CBC245616A,CKDFA193E8843A3153
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_111,IL20,1,152.05,CTE7B12DC660323A0E,CKAD161B627DD88CC2
cytokine,Negative,CL_0000910,cytotoxic T cell,CID_163,TGFB1,1,5.12,CT231C4EC31B01615E,CKFD4CA0B2B4BC3AE4
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_110,IL2,1,0.41,CTBFBDE5121B6748D1,CKD21834C7D75FD77F
cytokine,Negative,CL_0000902,induced T-regulatory cell,CID_67,IFNA,1,28.47,CT19D812F7CB34BCF6,CKE12753E3C9BCBB59
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_127,IL32,1,7.06,CTC3A8C3CBC245616A,CK39E6F0D1572F5FA8
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_174,TNF,1,0.28,CTE7B12DC660323A0E,CK80A1A727AC173EE7
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_81,IFNB1,1,2.7,,CKDAFFEFAAAA175C48
cytokine,Negative,CL_0000911,effector T cell,CID_102,IL17,1,18.08,CTDD003CDBE64E4F0A,CK2741EFAE1F31AD65
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_8,CD40LG,1,1.2,CTC3A8C3CBC245616A,CK5D414D323B3B33D2
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_23,CCL22,1,35.09,CTE7B12DC660323A0E,CK2D3D1D2A86558DFA
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_31,CCL5,1,8.27,CTB574584AD019ABB8,CKA5462DC0F090F548
cytokine,Positive,CL_0000895,"naive thymus-derived CD4-positive, alpha-beta T cell",CID_131,IL4,1,29.63,CT591AB86BE24D7A57,CK6FE135B3F86FB707
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_38,CXCL10,1,4.2,CTC3A8C3CBC245616A,CKC45AAE24CED79E33
cytokine,Negative,CL_0000546,T-helper 2 cell,CID_67,IFNA,1,3.14,CTE7B12DC660323A0E,CKE12753E3C9BCBB59
cytokine,Positive,CL_0002128,Tc17 cell,CID_95,IL12,1,20.49,CT327866E1E3907440,CKB4EB2D2CC8BBB93D
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_125,IL3,1,0.94,,CKD3CA24A839C1B6E8
cytokine,Negative,CL_0000910,cytotoxic T cell,CID_95,IL12,1,7.17,CT231C4EC31B01615E,CKB4EB2D2CC8BBB93D
cytokine,Negative,CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",CID_162,TGFB,1,12.35,CT231C4EC31B01615E,CKFD4CA0B2B4BC3AE4
cytokine,Unknown,CL_0000814,mature NK T cell,CID_134,IL7,1,14.15,CT459998F048BE65F2,CKB3C35A242B11E502
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_114,IL23,1,0.95,,CKBB5E75DBC75FF4F6
cytokine,Unknown,CL_0000912,helper T cell,CID_41,CXCL13,1,90.48,CTB7DFCED683E6F0A9,CKAF088D9A9E3E4FEC
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_103,IL17A,1,6.77,CTC3A8C3CBC245616A,CK08F84BE8FE5B04F8
cytokine,Negative,CL_0000546,T-helper 2 cell,CID_500,IL27,1,17.77,CTE7B12DC660323A0E,CKBA47332D395669A3
cytokine,Positive,CL_0000492,CD4-positive helper T cell,CID_98,IL13,1,38.25,CTB7DFCED683E6F0A9,CK713350DF0E9099E8
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_29,CCL3,1,6.18,,CK761018026BFB91D2
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_135,IL9,1,1.31,,CK6559F42B7F080788
cytokine,Negative,CL_0000916,dendritic epidermal T cell,CID_86,IL1RN,1,1364.21,CT231343DE336492F1,CKA95B181F6273B58D
cytokine,Positive,CL_0000084,T cell,CID_58,EGF,1,0.24,,CK92C288C8FB8FFFC8
cytokine,Unknown,CL_0000084,T cell,CID_169,TNFSF14,1,11.09,,CK683096FC1829EFE3
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_160,TGF,1,3.6,CTB574584AD019ABB8,CKFD4CA0B2B4BC3AE4
cytokine,Negative,CL_0000902,induced T-regulatory cell,CID_110,IL2,1,5.81,CT19D812F7CB34BCF6,CKD21834C7D75FD77F
cytokine,Positive,CL_0000084,T cell,CID_127,IL32,1,0.63,,CK39E6F0D1572F5FA8
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_20,CCL2,1,0.08,,CKCDB807A64FAA7FA0
cell,Positive,CL_0000784,plasmacytoid dendritic cell,CID_67,IFNA,56,85.56,,CKE12753E3C9BCBB59
cell,Positive,CL_0000784,plasmacytoid dendritic cell,CID_66,IFN1,25,159.23,,CKD4241FA5448F0A33
cytokine,Unknown,CL_0000784,plasmacytoid dendritic cell,CID_67,IFNA,8,26.61,,CKE12753E3C9BCBB59
cytokine,Positive,CL_0000784,plasmacytoid dendritic cell,CID_67,IFNA,7,6.65,,CKE12753E3C9BCBB59
cell,Positive,CL_0000784,plasmacytoid dendritic cell,CID_93,IL10,5,2.62,,CKC5CC1A269C01EC48
cytokine,Unknown,CL_0000784,plasmacytoid dendritic cell,CID_66,IFN1,5,75.52,,CKD4241FA5448F0A33
cell,Positive,CL_0000784,plasmacytoid dendritic cell,CID_174,TNF,4,1.13,,CK80A1A727AC173EE7
cell,Positive,CL_0000784,plasmacytoid dendritic cell,CID_95,IL12,3,4.35,,CKB4EB2D2CC8BBB93D
cytokine,Unknown,CL_0000784,plasmacytoid dendritic cell,CID_63,CSF2,3,6.46,,CKF6FDD69AB8889E23
cell,Positive,CL_0000784,plasmacytoid dendritic cell,CID_7,CCL4L2,3,464.96,,CK0FE86457835E5500
cytokine,Positive,CL_0000784,plasmacytoid dendritic cell,CID_63,CSF2,3,1.85,,CKF6FDD69AB8889E23
cytokine,Positive,CL_0000784,plasmacytoid dendritic cell,CID_8,CD40LG,1,1.22,,CK5D414D323B3B33D2
cell,Positive,CL_0000942,thymic plasmacytoid dendritic cell,CID_97,IL12B,1,1077.15,,CK4FB12B98006424AF
cytokine,Positive,CL_0000784,plasmacytoid dendritic cell,CID_23,CCL22,1,24.24,,CK2D3D1D2A86558DFA
cytokine,Unknown,CL_0000784,plasmacytoid dendritic cell,CID_40,CXCL12,1,6.16,,CKF44FAAE0BD64C34C
cell,Positive,CL_0000989,CD11c-low plasmacytoid dendritic cell,CID_93,IL10,1,72.86,,CKC5CC1A269C01EC48
cytokine,Positive,CL_0000784,plasmacytoid dendritic cell,CID_66,IFN1,1,4.32,,CKD4241FA5448F0A33
cytokine,Positive,CL_0000784,plasmacytoid dendritic cell,CID_81,IFNB1,1,2.65,,CKDAFFEFAAAA175C48
cytokine,Positive,CL_0000784,plasmacytoid dendritic cell,CID_118,IL25,1,14.65,,CK1A3D9956EEABBF99
cytokine,Positive,CL_0000784,plasmacytoid dendritic cell,CID_93,IL10,1,0.36,,CKC5CC1A269C01EC48
cell,Positive,CL_0000942,thymic plasmacytoid dendritic cell,CID_67,IFNA,1,129.97,,CKE12753E3C9BCBB59
cytokine,Positive,CL_0000784,plasmacytoid dendritic cell,CID_20,CCL2,1,0.7,,CKCDB807A64FAA7FA0
cytokine,Negative,CL_0000784,plasmacytoid dendritic cell,CID_67,IFNA,1,7.58,,CKE12753E3C9BCBB59
cytokine,Unknown,CL_0000784,plasmacytoid dendritic cell,CID_87,IL1,1,2.24,,CK9AD30D131EB41CDD
cytokine,Positive,CL_0000784,plasmacytoid dendritic cell,CID_163,TGFB1,1,0.53,,CKFD4CA0B2B4BC3AE4
cytokine,Positive,CL_0002425,early T lineage precursor,CID_108,IL18,1,328.06,,CKBF6003C60D23BA0D
cytokine,Positive,CL_0000827,pro-T cell,CID_174,TNF,1,26.72,,CK80A1A727AC173EE7
